0.10001	-3.99919	0.0113749	0.999898	0.00142186
0.20001	-3.99885	0.0135182	0.999856	0.00168978
0.30001	-3.99953	0.00863333	0.999942	0.00107917
0.40001	-3.9995	0.00895167	0.999937	0.00111896
0.50001	-3.99913	0.0117797	0.999891	0.00147246
0.60001	-3.99952	0.00879396	0.999939	0.00109925
0.70001	-3.99891	0.0131395	0.999864	0.00164243
0.80001	-3.99852	0.0153088	0.999815	0.00191361
0.90001	-3.99756	0.0196856	0.999693	0.00248315
1.00001	-3.99629	0.0243448	0.999532	0.00309151
1.10001	-3.9881	0.0447603	0.998486	0.00575268
1.20001	-3.97097	0.069413	0.996156	0.00953368
1.30001	-3.96101	0.0811395	0.99487	0.0112762
1.40001	-3.92607	0.123426	0.98982	0.018693
1.50001	-3.89271	0.143049	0.98504	0.0219355
1.60001	-3.86235	0.160075	0.980187	0.0265914
1.70001	-3.78634	0.215697	0.967512	0.039065
1.80001	-3.70171	0.255718	0.953812	0.0504863
1.90001	-3.59091	0.321896	0.92899	0.0845315
2.00001	-3.49818	0.312402	0.916939	0.0656628
2.10001	-3.33116	0.398616	0.875678	0.110488
2.20001	-3.09516	0.5282	0.787937	0.21232
2.30001	-3.01366	0.46081	0.784183	0.191455
2.40001	-2.60152	0.494236	0.641609	0.220315
2.50001	-2.39767	0.505683	0.563945	0.237912
2.60001	-2.09654	0.477947	0.414259	0.246379
2.70001	-1.94157	0.432455	0.374663	0.223543
2.80001	-1.84618	0.406438	0.330793	0.206503
2.90001	-1.86951	0.440595	0.381143	0.219362
3.00001	-1.60236	0.395449	0.253592	0.180783
3.10001	-1.54641	0.369988	0.232287	0.167367
3.20001	-1.49771	0.363381	0.221447	0.159147
3.30001	-1.40006	0.359589	0.210367	0.151357
3.40001	-1.34238	0.339189	0.191806	0.142864
3.50001	-1.31605	0.351839	0.204658	0.141543
3.60001	-1.24687	0.335896	0.190516	0.135784
3.70001	-1.20879	0.33479	0.181771	0.130262
3.80001	-1.16183	0.327415	0.170802	0.127172
3.90001	-1.15735	0.331568	0.172023	0.127221
4.00001	-1.10454	0.319645	0.166805	0.123456
4.10001	-1.06994	0.332617	0.158222	0.116432
4.20001	-1.045	0.334278	0.159431	0.118663
4.30001	-1.01929	0.31413	0.150378	0.113031
4.40001	-1.01128	0.314765	0.147544	0.10973
4.50001	-0.987552	0.321996	0.147989	0.110737
4.60001	-0.934988	0.314744	0.149112	0.107352
4.70001	-0.928329	0.309861	0.143966	0.104696
4.80001	-0.889278	0.318551	0.131157	0.0953904
4.90001	-0.890823	0.312908	0.137616	0.103736
5.00001	-0.840854	0.313217	0.131526	0.0963437
